genes	logFC.AL	FDR.AL	groups	coarse_groups	rank_from_biggest_increase	rank_from_biggest_decrease	gene_names	uniprot_acc	broad_gene_name	uniprot_gene_name	fungidb_gene_name	blast2go_annotation	is_tf	is_kinases	is_virulence_gene	order_peaktime	scer_orthologs	scer_ortholog_descriptions
CNAG_02506	-0.589732466451072	0.026014083760738	AMB+LF down only	AMB+LF only	413	80	NA	NA	3,4-dihydroxy-2-butanone-4-phosphate synthase	3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)	3,4-dihydroxy-2-butanone-4-phosphate synthase	RIB3_CANA|L3,4-dihydroxy-2-butanone 4-phosphate synthase OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=RIB3 PE=1 SV=2	NA	NA	NA	265	RIB1; RIB3	GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II); 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)
CNAG_00358	-0.589033920268807	0.030335533960143	AMB+LF down only	AMB+LF only	412	81	NA	NA	tRNA dimethylallyltransferase	tRNA dimethylallyltransferase	tRNA dimethylallyltransferase, tRNA dimethylallyltransferase, variant	MOD5_SCHP|OtRNA dimethylallyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tit1 PE=3 SV=1	NA	NA	NA	NA	MOD5	tRNA dimethylallyltransferase (DMATase) (EC 2.5.1.75) (Isopentenyl-diphosphate: tRNA isopentenyltransferase) (IPP transferase) (IPPT) (tRNA isopentenyltransferase) (IPTase)
CNAG_03538	-0.588981206352037	0.00650716925900259	AMB+LF down only	AMB+LF only	411	82	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_01498	-0.58759904671448	0.0451917035005882	AMB+LF down only	AMB+LF only	410	83	NA	NA	arylsulfatase	Arylsulfatase	Arylsulfatase	ARS_VOLCA|Arylsulfatase OS=Volvox carteri OX=3067 PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_03015	-0.585698451744918	0.0303446072162419	AMB+LF down only	AMB+LF only	409	84	NA	NA	large subunit ribosomal protein L37-A	Ribosomal protein L37	large subunit ribosomal protein L37-A	RL37A_YEAST60|S ribosomal protein L37-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL37A PE=1 SV=2	NA	NA	NA	NA	RPL37A; RPL37B	60S ribosomal protein L37-A (L43) (Large ribosomal subunit protein eL37-A) (YL35) (YP55); 60S ribosomal protein L37-B (L43) (Large ribosomal subunit protein eL37-B) (YL35) (YP55)
CNAG_03465	-0.582116308018797	0.0435652476378276	AMB+LF down only	AMB+LF only	408	85	LAC1	J9VY90	laccase	Laccase-1 (EC 1.10.3.2) (Diphenol oxidase 1)	laccase	LAC1_CRYNH|Laccase-1 OS=Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) OX=235443 GN=LAC1 PE=1 SV=1	NA	NA	TRUE	NA	FET3; FET5	Iron transport multicopper oxidase FET3 (EC 1.-.-.-); Iron transport multicopper oxidase FET5 (EC 1.-.-.-)
CNAG_00186	-0.577251770777248	0.0190657747513566	AMB+LF down only	AMB+LF only	407	86	NA	NA	mitotic spindle organizing protein 1	Mitotic spindle organizing protein 1	mitotic spindle organizing protein 1	MZT1_CRYNB|Mitotic-spindle organizing protein 1 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=CNBA1680 PE=3 SV=1	NA	NA	NA	NA	NA	NA
CNAG_02931	-0.572807593118559	0.0411257688974581	AMB+LF down only	AMB+LF only	406	87	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_01332	-0.572180726728521	0.0392567189405745	AMB+LF down only	AMB+LF only	405	88	NA	NA	small subunit ribosomal protein S24e	Small subunit ribosomal protein S24e	small subunit ribosomal protein S24e	RS241_ARATH40|S ribosomal protein S24-1 OS=Arabidopsis thaliana OX=3702 GN=RPS24A PE=2 SV=1	NA	NA	NA	NA	RPS24A; RPS24B	40S ribosomal protein S24-A (RP50) (Small ribosomal subunit protein eS24-A); 40S ribosomal protein S24-B (RP50) (Small ribosomal subunit protein eS24-B)
CNAG_00986	-0.571490719693381	0.0192028168119747	AMB+LF down only	AMB+LF only	404	89	UBA4	J9VNZ7	adenylyltransferase and sulfurtransferase	Adenylyltransferase and sulfurtransferase UBA4 (Ubiquitin-like protein activator 4) [Includes: Sulfurtransferase UBA4 (EC 2.8.1.-); Adenylyltransferase UBA4 (EC 2.7.7.-)]	adenylyltransferase and sulfurtransferase	MOCS3_DROGR|Adenylyltransferase and sulfurtransferase MOCS3 OS=Drosophila grimshawi OX=7222 GN=Uba4 PE=3 SV=1	NA	NA	NA	NA	UBA4	Adenylyltransferase and sulfurtransferase UBA4 (Needs CLA4 to survive protein 3) (Ubiquitin-like protein activator 4) [Includes: Adenylyltransferase UBA4 (EC 2.7.7.-); Sulfurtransferase UBA4 (EC 2.8.1.-)]
CNAG_03033	-0.570179073057005	0.0216245319208618	AMB+LF down only	AMB+LF only	403	90	NA	NA	hypothetical protein	Protein arginine methyltransferase NDUFAF7 (EC 2.1.1.320)	hypothetical protein	NDUF7_HUMAN|Protein arginine methyltransferase NDUFAF7, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFAF7 PE=1 SV=1	NA	NA	NA	522	NA	NA
CNAG_01930	-0.569766744181298	0.0379469733806665	AMB+LF down only	AMB+LF only	402	91	NA	NA	endopeptidase	Endopeptidase	endopeptidase	CARP_TRIVH|Probable vacuolar protease A OS=Trichophyton verrucosum (strain HKI 0517) OX=663202 GN=PEP2 PE=3 SV=1	NA	NA	NA	96	NA	NA
CNAG_03303	-0.567566554132584	0.0277509321129506	AMB+LF down only	AMB+LF only	401	92	NA	NA	small subunit ribosomal protein S27	40S ribosomal protein S27	small subunit ribosomal protein S27	RS27_NEUCR40|S ribosomal protein S27 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=crp-6 PE=3 SV=1	NA	NA	NA	NA	RPS27A; RPS27B	40S ribosomal protein S27-A (RP61) (Small ribosomal subunit protein eS27-A) (YS20); 40S ribosomal protein S27-B (RP61) (Small ribosomal subunit protein eS27-B) (YS20)
CNAG_04115	-0.565798899905834	0.0317963070607324	AMB+LF down only	AMB+LF only	400	93	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_02120	-0.565123207195242	0.0405233201807653	AMB+LF down only	AMB+LF only	399	94	NA	NA	TIGR01456 family HAD hydrolase	TIGR01456 family HAD hydrolase	TIGR01456 family HAD hydrolase	YF38_SCHPO|Uncharacterized CDP-alcohol phosphatidyltransferase class-I family protein C22A12.08c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC22A12.08c PE=3 SV=1	NA	NA	NA	NA	NA	Uncharacterized protein YKR070W
CNAG_02319	-0.564338878780267	0.0361435420451966	AMB+LF down only	AMB+LF only	398	95	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	857	NA	NA
CNAG_02919	-0.559556008064252	0.0331249161683494	AMB+LF down only	AMB+LF only	397	96	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_00194	-0.558388416574026	0.0333274739492861	AMB+LF down only	AMB+LF only	396	97	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	184	NA	NA
CNAG_03776	-0.55590436347913	0.0247175708589702	AMB+LF down only	AMB+LF only	395	98	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	SETD6_CHICK|N-lysine methyltransferase SETD6 OS=Gallus gallus OX=9031 GN=SETD6 PE=2 SV=2	NA	NA	NA	471	RKM3	Ribosomal lysine N-methyltransferase 3 (EC 2.1.1.-)
CNAG_03000	-0.555757288391857	0.0368398096857981	AMB+LF down only	AMB+LF only	394	99	NA	NA	small subunit ribosomal protein S19e	Small subunit ribosomal protein S19e	small subunit ribosomal protein S19e	RS19B_SCHPO40|S ribosomal protein S19-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rps1902 PE=3 SV=2	NA	NA	NA	NA	RPS19A; RPS19B	40S ribosomal protein S19-A (RP55A) (S16a) (Small ribosomal subunit protein eS19-A) (YP45) (YS16A); 40S ribosomal protein S19-B (RP55B) (S16a) (Small ribosomal subunit protein eS19-B) (YS16B)
CNAG_03520	-0.550946181726457	0.0463124157159061	AMB+LF down only	AMB+LF only	393	100	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	YU204_USTMA|Uncharacterized hydrolase UM10204 OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=UMAG_10204 PE=3 SV=1	NA	NA	NA	722	NA	NA
CNAG_07638	-0.549593502510773	0.0127334634925087	AMB+LF down only	AMB+LF only	392	101	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	A8043_ARTBC|Uncharacterized secreted protein ARB_08043 OS=Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) OX=663331 GN=ARB_08043 PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_07523	-0.545590298372232	0.0381479093471452	AMB+LF down only	AMB+LF only	391	102	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_00700	-0.543681037472435	0.0273522391995212	AMB+LF down only	AMB+LF only	390	103	NA	NA	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	Phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	PUR9_SCHPO|Bifunctional purine biosynthesis protein ade10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ade10 PE=2 SV=1	NA	NA	NA	NA	ADE16; ADE17	Bifunctional purine biosynthesis protein ADE16 [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]; Bifunctional purine biosynthesis protein ADE17 [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]
CNAG_04799	-0.54167923518838	0.0355322296254981	AMB+LF down only	AMB+LF only	389	104	NA	NA	large subunit ribosomal protein L14e	Large subunit ribosomal protein L14e	large subunit ribosomal protein L14e	RL14_SCHPO60|S ribosomal protein L14 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl14 PE=2 SV=1	NA	NA	NA	NA	RPL14A; RPL14B	60S ribosomal protein L14-A (Large ribosomal subunit protein eL14-A); 60S ribosomal protein L14-B (Large ribosomal subunit protein eL14-B)
CNAG_04104	-0.539325826253804	0.0393305723928203	AMB+LF down only	AMB+LF only	388	105	NA	NA	mucin-desulfating sulfatase	Mucin-desulfating sulfatase	mucin-desulfating sulfatase	GLCSF_BACTN|N-acetylglucosamine-6-O-sulfatase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) OX=226186 GN=BT_4656 PE=1 SV=1	NA	NA	NA	1019	NA	NA
CNAG_04445	-0.539292087367083	0.0192028168119747	AMB+LF down only	AMB+LF only	387	106	NA	NA	small subunit ribosomal protein S7e	40S ribosomal protein S7	small subunit ribosomal protein S7e	RS7_BOVIN40|S ribosomal protein S7 OS=Bos taurus OX=9913 GN=RPS7 PE=2 SV=1	NA	NA	NA	NA	RPS7A; RPS7B	40S ribosomal protein S7-A (RP30) (RP40) (Small ribosomal subunit protein eS7-A); 40S ribosomal protein S7-B (Small ribosomal subunit protein eS7-B)
CNAG_02758	-0.539078313557602	0.009695199955801	AMB+LF down only	AMB+LF only	386	107	NA	NA	NADH:flavin oxidoreductase/NADH oxidase	NADH:flavin oxidoreductase/NADH oxidase	NADH:flavin oxidoreductase/NADH oxidase	NADA_ASPPUNAD|H-dependent flavin oxidoreductase nadA OS=Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1) OX=1403190 GN=nadA PE=2 SV=1	NA	NA	NA	NA	NA	NA
CNAG_05465	-0.537364189867932	0.0209979443643116	AMB+LF down only	AMB+LF only	385	108	GIB2	NA	guanine nucleotide-binding protein subunit beta-like protein	Guanine nucleotide-binding protein subunit beta-like protein	G protein beta subunit Gib2	GBLP_NEUCR|Guanine nucleotide-binding protein subunit beta-like protein OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=cpc-2 PE=3 SV=1	NA	NA	TRUE	NA	ASC1	Guanine nucleotide-binding protein subunit beta-like protein (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) (RACK1) (Small ribosomal subunit protein RACK1)
CNAG_03385	-0.535255111927302	0.0275694893193683	AMB+LF down only	AMB+LF only	384	109	PCL103	NA	g1/s-specific cyclin pcl1	G1/s-specific cyclin pcl1	g1/s-specific cyclin pcl1	PCL1_YEASTPH|O85 cyclin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PCL1 PE=1 SV=1	NA	NA	NA	NA	PCL1; PCL9	PHO85 cyclin-1 (Cyclin HCS26) (G1/S-specific cyclin PCL1); PHO85 cyclin-9
CNAG_03949	-0.532672128432985	0.0461227023129986	AMB+LF down only	AMB+LF only	383	110	NA	NA	4-nitrophenyl phosphatase	4-nitrophenylphosphatase (PNPPase) (EC 3.1.3.41)	4-nitrophenyl phosphatase	PNPP_SCHP|O4-nitrophenylphosphatase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pho2 PE=4 SV=2	NA	NA	NA	652	PHO13	4-nitrophenylphosphatase (PNPPase) (EC 3.1.3.41)
CNAG_04600	-0.530664443328756	0.0211536832084815	AMB+LF down only	AMB+LF only	382	111	NA	NA	DNA topoisomerase III	DNA topoisomerase (EC 5.99.1.2)	DNA topoisomerase III	TOP3A_MOUSEDN|A topoisomerase 3-alpha OS=Mus musculus OX=10090 GN=Top3a PE=2 SV=1	TRUE	NA	NA	NA	TOP3	DNA topoisomerase 3 (EC 5.99.1.2) (DNA topoisomerase III)
CNAG_06949	-0.53015112968101	0.0128794622911123	AMB+LF down only	AMB+LF only	381	112	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	1047	NA	NA
CNAG_01976	-0.527625621923653	0.0431133533301977	AMB+LF down only	AMB+LF only	380	113	NA	NA	large subunit ribosomal protein L23	Large subunit ribosomal protein L23	large subunit ribosomal protein L23	RL23A_SCHPO60|S ribosomal protein L23-A OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl2301 PE=3 SV=1	NA	NA	NA	NA	MRPL38; RPL23A; RPL23B	54S ribosomal protein L38, mitochondrial (Mitochondrial large ribosomal subunit protein uL14m) (YmL38) [Cleaved into: 54S ribosomal protein L34, mitochondrial (YmL34)]; 60S ribosomal protein L23-A (L17a) (Large ribosomal subunit protein uL14-A) (YL32); 60S ribosomal protein L23-B (L17a) (Large ribosomal subunit protein uL14-B) (YL32)
CNAG_06745	-0.526764306260966	0.011157298269196	AMB+LF down only	AMB+LF only	379	114	H3	NA	histone H3	Histone H3	Histone H3	H3_CRYNB|Histone H3 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=HHT1 PE=3 SV=1	NA	NA	NA	1020	HHT1; HHT2	Histone H3; Histone H3
CNAG_01951	-0.525724705007582	0.0425164051128671	AMB+LF down only	AMB+LF only	378	115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNAG_04605	-0.52364330286604	0.0361214647318685	AMB+LF down only	AMB+LF only	377	116	ERG26	NA	sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating)	Sterol-4alpha-carboxylate 3-dehydrogenase (Decarboxylating)	C-3 sterol dehydrogenase	ERG26_YEAST|Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG26 PE=1 SV=1	NA	NA	NA	NA	ERG26	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170)
CNAG_05439	-0.522621343082444	0.0372667784304625	AMB+LF down only	AMB+LF only	376	117	NA	NA	CAMK/CAMK1/CAMK1-CMK protein kinase	CAMK/CAMK1/CAMK1-CMK protein kinase	CAMK/CAMK1/CAMK1-CMK protein kinase	KCC1A_EMENI|Calcium/calmodulin-dependent protein kinase cmkA OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=cmkA PE=1 SV=2	NA	TRUE	NA	NA	CMK1; CMK2	Calcium/calmodulin-dependent protein kinase I (EC 2.7.11.17); Calcium/calmodulin-dependent protein kinase II (EC 2.7.11.17)
CNAG_00640	-0.522284890224402	0.0371207133912851	AMB+LF down only	AMB+LF only	375	118	NA	NA	small subunit ribosomal protein S4-A	40S ribosomal protein S4	small subunit ribosomal protein S4-A	RS4_YARLI40|S ribosomal protein S4 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=RPS4 PE=2 SV=1	NA	NA	NA	NA	RPS4A; RPS4B	40S ribosomal protein S4-A (RP5) (S7) (Small ribosomal subunit protein eS4-A) (YS6); 40S ribosomal protein S4-B (RP5) (S7) (Small ribosomal subunit protein eS4-B) (YS6)
CNAG_03381	-0.521330984857062	0.0252170800018764	AMB+LF down only	AMB+LF only	374	119	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_01300	-0.520611621073821	0.0461227023129986	AMB+LF down only	AMB+LF only	373	120	NA	NA	small subunit ribosomal protein S21e	40S ribosomal protein S21	small subunit ribosomal protein S21e	RS21_CANGA40|S ribosomal protein S21 OS=Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) OX=284593 GN=RPS21 PE=3 SV=1	NA	NA	NA	NA	RPS21A; RPS21B	40S ribosomal protein S21-A (S26) (Small ribosomal subunit protein eS21-A) (YS25); 40S ribosomal protein S21-B (S26) (Small ribosomal subunit protein eS21-B) (YS25)
CNAG_04295	-0.517438139029644	0.0310062746848944	AMB+LF down only	AMB+LF only	372	121	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	YE95_SCHPO|Uncharacterized protein C17A5.05c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC17A5.05c PE=4 SV=1	NA	NA	NA	NA	NA	NA
CNAG_04575	-0.516263807473497	0.00978092098281086	AMB+LF down only	AMB+LF only	371	122	NA	NA	G2/mitotic-specific cyclin 1/2	G2/mitotic-specific cyclin 1/2	G2/mitotic-specific cyclin 1/2	CG23_SCHPO|G2/mitotic-specific cyclin cdc13 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cdc13 PE=1 SV=1	NA	NA	NA	NA	CLB1; CLB2; CLB3; CLB4; CLB6	G2/mitotic-specific cyclin-1; G2/mitotic-specific cyclin-2; G2/mitotic-specific cyclin-3; G2/mitotic-specific cyclin-4; S-phase entry cyclin-6
CNAG_06633	-0.514313482831194	0.0365013805645082	AMB+LF down only	AMB+LF only	370	123	NA	NA	small subunit ribosomal protein S15	Small subunit ribosomal protein S15	small subunit ribosomal protein S15	RS15_PODAS40|S ribosomal protein S15 OS=Podospora anserina OX=5145 GN=RPS15 PE=3 SV=1	NA	NA	NA	NA	RPS15; RSM19	40S ribosomal protein S15 (RIG protein) (RP52) (S21) (Small ribosomal subunit protein uS19) (YS21); 37S ribosomal protein S19, mitochondrial (Mitochondrial small ribosomal subunit protein uS19m)
CNAG_01990	-0.513280080891074	0.0484504761813974	AMB+LF down only	AMB+LF only	369	124	NA	NA	small subunit ribosomal protein S5	Small subunit ribosomal protein S5	small subunit ribosomal protein S5	RS5_NEUCR40|S ribosomal protein S5 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=rps-5 PE=3 SV=2	NA	NA	NA	NA	RPS5	40S ribosomal protein S5 (RP14) (S2) (Small ribosomal subunit protein uS7) (YS8)
CNAG_05445	-0.51137353943564	0.0318745275793493	AMB+LF down only	AMB+LF only	368	125	NA	NA	smooth muscle cell associated protein-1 isoform 2	Smooth muscle cell associated protein-1 isoform 2	smooth muscle cell associated protein-1 isoform 2	UN45A_RAT|Protein unc-45 homolog A OS=Rattus norvegicus OX=10116 GN=Unc45a PE=2 SV=1	NA	NA	NA	NA	SHE4	SWI5-dependent HO expression protein 4
CNAG_02073	-0.51020891739146	0.0439374805757841	AMB+LF down only	AMB+LF only	367	126	NA	NA	DNA mismatch repair protein MLH1	DNA mismatch repair protein MLH1 (Fragment)	DNA mismatch repair protein MLH1	MLH1_HUMANDN|A mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=1 SV=1	NA	NA	NA	12	MLH1	DNA mismatch repair protein MLH1 (MutL protein homolog 1) (Post meiotic segregation protein 2)
CNAG_02759	-0.509907548084566	0.0400354117986157	AMB+LF down only	AMB+LF only	366	127	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	832	NA	NA
CNAG_07519	-0.50848310245867	0.0265136405621664	AMB+LF down only	AMB+LF only	365	128	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	MIRC_EMENI|Siderophore iron transporter mirC OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=mirC PE=3 SV=1	NA	NA	NA	NA	ARN1; ARN2; GEX1; GEX2; SIT1	Siderophore iron transporter ARN1 (Ferrichrome permease); Siderophore iron transporter ARN2 (Triacetylfusarinine C permease) (Triacetylfusarinine C transporter 1); Glutathione exchanger 1; Glutathione exchanger 2; Siderophore iron transporter 1 (Ferrioxamine B permease) (Siderophore iron transporter ARN3)
CNAG_04726	-0.506027200877488	0.0283336109432648	AMB+LF down only	AMB+LF only	364	129	NA	NA	large subunit ribosomal protein L18Ae	60S ribosomal protein L20	large subunit ribosomal protein L18Ae	RL20A_SCHPO60|S ribosomal protein L20-A OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl2001 PE=1 SV=1	NA	NA	NA	NA	RPL20A; RPL20B	60S ribosomal protein L20-A (L18a) (Large ribosomal subunit protein eL20-A); 60S ribosomal protein L20-B (L18a) (Large ribosomal subunit protein eL20-B)
CNAG_00144	-0.505995635788926	0.0393243998498606	AMB+LF down only	AMB+LF only	363	130	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	NA	NA	NA	NA	NA	NA	NA
CNAG_07162	-0.501815459241081	0.0343515934291477	AMB+LF down only	AMB+LF only	362	131	NA	NA	origin recognition complex subunit 2	Origin recognition complex subunit 2	origin recognition complex subunit 2	ORC2_HUMAN|Origin recognition complex subunit 2 OS=Homo sapiens OX=9606 GN=ORC2 PE=1 SV=2	NA	NA	NA	NA	ORC2	Origin recognition complex subunit 2 (Origin recognition complex 71 kDa subunit)
CNAG_05904	-0.501117847194325	0.0409369872597897	AMB+LF down only	AMB+LF only	361	132	NA	NA	small subunit ribosomal protein S14	Small subunit ribosomal protein S14	small subunit ribosomal protein S14	RS14_PODCA40|S ribosomal protein S14 OS=Podocoryna carnea OX=6096 GN=RPS14 PE=2 SV=1	NA	NA	NA	NA	RPS14A; RPS14B	40S ribosomal protein S14-A (RP59A) (Small ribosomal subunit protein uS11-A); 40S ribosomal protein S14-B (RP59B) (Small ribosomal subunit protein uS11-B)
CNAG_07417	-0.499476755997963	0.0153448674399484	AMB+LF down only	AMB+LF only	360	133	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_02330	-0.498965514205688	0.0333443071434174	AMB+LF down only	AMB+LF only	359	134	NA	NA	large subunit ribosomal protein L21e	Large subunit ribosomal protein L21e	large subunit ribosomal protein L21e	RL21A_YEAST60|S ribosomal protein L21-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL21A PE=1 SV=1	NA	NA	NA	NA	RPL21A; RPL21B	60S ribosomal protein L21-A (Large ribosomal subunit protein eL21-A); 60S ribosomal protein L21-B (Large ribosomal subunit protein eL21-B)
CNAG_01306	-0.495227072061648	0.0147782311237667	AMB+LF down only	AMB+LF only	358	135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNAG_01673	-0.494731672960302	0.00839060766725931	AMB+LF down only	AMB+LF only	357	136	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	NA	NA	NA	NA	NA	NA	NA
CNAG_01254	-0.491887979268962	0.0387805165118304	AMB+LF down only	AMB+LF only	356	137	NA	NA	protein-tyrosine-phosphatase	Protein-tyrosine-phosphatase	protein-tyrosine-phosphatase	D1060_DICDI|Probable tyrosine-protein phosphatase DG1060 OS=Dictyostelium discoideum OX=44689 GN=DG1060 PE=3 SV=1	NA	NA	NA	NA	NA	NA
CNAG_07883	-0.491507673649977	0.0471593759333715	AMB+LF down only	AMB+LF only	355	138	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_06188	-0.489600216559745	0.00806751335466657	AMB+LF down only	AMB+LF only	354	139	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	TRUE	NA	NA	NA	NA	NA
CNAG_06144	-0.485473354570789	0.0484910478438885	AMB+LF down only	AMB+LF only	353	140	NA	NA	cytoplasmic protein	Cytoplasmic protein	cytoplasmic protein	TCTP_CRYNB|Translationally-controlled tumor protein homolog OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=CNBM1320 PE=3 SV=1	NA	NA	NA	NA	TMA19	Translationally-controlled tumor protein homolog (TCTP) (Microtubule and mitochondria-interacting protein 1) (Translation machinery-associated protein 19)
CNAG_00030	-0.48499087206568	0.0317963070607324	AMB+LF down only	AMB+LF only	352	141	NA	NA	D-3-phosphoglycerate dehydrogenase	D-3-phosphoglycerate dehydrogenase	D-3-phosphoglycerate dehydrogenase, D-3-phosphoglycerate dehydrogenase, variant	NA	NA	NA	NA	NA	NA	NA
CNAG_02234	-0.482066639241594	0.0205312564495129	AMB+LF down only	AMB+LF only	351	142	NA	NA	large subunit ribosomal protein L6e	60S ribosomal protein L6	large subunit ribosomal protein L6e	RL63_ARATH60|S ribosomal protein L6-3 OS=Arabidopsis thaliana OX=3702 GN=RPL6C PE=2 SV=1	NA	NA	NA	NA	RPL6A; RPL6B	60S ribosomal protein L6-A (L17) (Large ribosomal subunit protein eL6-A) (RP18) (YL16); 60S ribosomal protein L6-B (L17) (Large ribosomal subunit protein eL6-B) (RP18) (YL16)
