genes	logFC.A	FDR.A	groups	coarse_groups	rank_from_biggest_increase	rank_from_biggest_decrease	gene_names	uniprot_acc	broad_gene_name	uniprot_gene_name	fungidb_gene_name	blast2go_annotation	is_tf	is_kinases	is_virulence_gene	order_peaktime	scer_orthologs	scer_ortholog_descriptions
CNAG_04050	-0.436401630193035	0.0294808208812981	AMB down only	AMB only	484	144	NA	NA	small nuclear ribonucleoprotein D3	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)	small nuclear ribonucleoprotein D3	SMD3_DROME|Small nuclear ribonucleoprotein Sm D3 OS=Drosophila melanogaster OX=7227 GN=SmD3 PE=1 SV=1	NA	NA	NA	NA	SMD3	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)
CNAG_06130	-0.434831267570773	0.0183679155730642	AMB down only	AMB only	483	145	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_03745	-0.433985488393589	0.0134653634684554	AMB down only	AMB only	482	146	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	YL8B_SCHPO|Uncharacterized transcriptional regulatory protein C25B8.11 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC25B8.11 PE=3 SV=1	NA	NA	NA	587	DAL81	Transcriptional activator protein DAL81 (Regulatory protein UGA35)
CNAG_03945	-0.433332733972603	0.0101078550626902	AMB down only	AMB only	481	147	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	335	NA	NA
CNAG_01716	-0.431259636346664	0.00938939188736177	AMB down only	AMB only	480	148	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	BDF1_SCHPOSW|R1 complex bromodomain subunit bdf1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=bdf1 PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_02304	-0.430999739457515	0.0134367031541641	AMB down only	AMB only	479	149	NA	NA	mitochondrial distribution and morphology protein 34	Mitochondrial distribution and morphology protein 34	mitochondrial distribution and morphology protein 34	MDM34_CRYNB|Mitochondrial distribution and morphology protein 34 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=MDM34 PE=3 SV=1	NA	NA	NA	815	MDM34	Mitochondrial distribution and morphology protein 34 (Mitochondrial outer membrane protein MMM2)
CNAG_04977	-0.429077523867954	0.0346962739125331	AMB down only	AMB only	478	150	NA	NA	pre-mRNA branch site protein p14	Pre-mRNA branch site protein p14	pre-mRNA branch site protein p14	SF3B6_SCHPO|Splicing factor 3B subunit 6-like protein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC29A3.07c PE=3 SV=2	NA	NA	NA	NA	NA	NA
CNAG_06283	-0.428621983141425	0.0248624574420481	AMB down only	AMB only	477	151	LIV4	NA	nucleolar protein	Nucleolar protein	putative myb-like mRNA polymerase I termination factor	MYBA_DICDI|Myb-like protein A OS=Dictyostelium discoideum OX=44689 GN=mybA PE=4 SV=2	TRUE	NA	NA	86	NSI1; REB1	RNA polymerase I termination factor (NTS1 silencing protein 1); DNA-binding protein REB1 (QBP)
CNAG_07566	-0.42676789974535	0.0275564313064041	AMB down only	AMB only	476	152	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	GYP5_ASHGOGT|Pase-activating protein GYP5 OS=Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) OX=284811 GN=GYP5 PE=3 SV=2	NA	NA	NA	967	GYP5	GTPase-activating protein GYP5
CNAG_03103	-0.425928842994083	0.00570044485199177	AMB down only	AMB only	475	153	NA	NA	Cullin 3	Cullin 3	Cullin 3	CUL3B_ARATH|Cullin-3B OS=Arabidopsis thaliana OX=3702 GN=CUL3B PE=1 SV=1	NA	NA	NA	NA	CUL3	Cullin-3 (Cullin-B)
CNAG_06796	-0.424099425397193	0.0158143938964007	AMB down only	AMB only	474	154	NA	NA	serine/arginine repetitive matrix protein 1	Serine/arginine repetitive matrix protein 1	serine/arginine repetitive matrix protein 1	SRRM1_MOUSE|Serine/arginine repetitive matrix protein 1 OS=Mus musculus OX=10090 GN=Srrm1 PE=1 SV=2	NA	NA	NA	NA	NA	NA
CNAG_03646	-0.424025741179083	0.0199542769147864	AMB down only	AMB only	473	155	NA	NA	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (5-proFAR isomerase) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	HIS4_SCHP|O1-(5-phosphoribosyl)-5-	NA	NA	NA	282	HIS6	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (5-proFAR isomerase) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)
CNAG_04913	-0.422962758069964	0.00647949449250666	AMB down only	AMB only	472	156	NA	NA	syntaxin 5	Syntaxin 5	syntaxin 5	SED5_SCHPO|Integral membrane protein sed5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sed5 PE=3 SV=1	NA	NA	NA	NA	SED5	Integral membrane protein SED5
CNAG_04364	-0.42185463921876	0.0152045564827067	AMB down only	AMB only	471	157	NA	NA	dolichyl-diphosphooligosaccharide-protein glycosyltransferase	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase	dolichyl-diphosphooligosaccharide-protein glycosyltransferase	STT3_YEAST|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STT3 PE=1 SV=2	NA	NA	NA	NA	STT3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3 (Oligosaccharyl transferase subunit STT3) (EC 2.4.99.18) (Staurosporine and temperature sensitivity protein 3)
CNAG_05272	-0.421543165204317	0.0294427236399172	AMB down only	AMB only	470	158	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	NA	NA	NA	NA	NA	NA	NA
CNAG_01546	-0.420387457270365	0.0369771466667518	AMB down only	AMB only	469	159	NA	NA	S-adenosylmethionine-dependent methyltransferase	S-adenosylmethionine-dependent methyltransferase	S-adenosylmethionine-dependent methyltransferase	PRMC_RHOBA|Release factor glutamine methyltransferase OS=Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) OX=243090 GN=prmC PE=3 SV=1	NA	NA	NA	NA	MTQ1	Mitochondrial N(5)-glutamine methyltransferase MTQ1 (EC 2.1.1.-)
CNAG_03712	-0.420015704181884	0.0291194424546564	AMB down only	AMB only	468	160	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	498	NA	NA
CNAG_00287	-0.419850391669445	0.0319288140339748	AMB down only	AMB only	467	161	NA	NA	cytoplasmic protein	Cytoplasmic protein	cytoplasmic protein	SGT2_USTMA|Small glutamine-rich tetratricopeptide repeat-containing protein 2 OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=UMAG_10205 PE=3 SV=1	NA	NA	NA	NA	SGT2	Small glutamine-rich tetratricopeptide repeat-containing protein 2 (SGT/UBP) (Viral protein U-binding protein)
CNAG_01190	-0.419615289824494	0.0182550543248794	AMB down only	AMB only	466	162	NA	NA	vesicle transporter SEC22	Vesicle transporter SEC22	vesicle transporter SEC22	SEC22_SCHPO|Protein transport protein sec22 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sec22 PE=3 SV=2	NA	NA	NA	NA	SEC22	Protein transport protein SEC22 (Suppressor of loss of YPT1 protein 2)
CNAG_06024	-0.419609519703594	0.0468229010315145	AMB down only	AMB only	465	163	NA	NA	peroxin-14	Peroxin-14	peroxin-14	PEX14_PICPA|Peroxisomal membrane protein PEX14 OS=Komagataella pastoris OX=4922 GN=PEX14 PE=1 SV=1	NA	NA	NA	NA	PEX14	Peroxisomal membrane protein PEX14 (Peroxin-14)
CNAG_04541	-0.415872032412977	0.00411427960161681	AMB down only	AMB only	464	164	NA	NA	cleavage stimulation factor subunit 2	Cleavage stimulation factor subunit 2	cleavage stimulation factor subunit 2	CSTF2_MOUSE|Cleavage stimulation factor subunit 2 OS=Mus musculus OX=10090 GN=Cstf2 PE=1 SV=2	NA	NA	NA	NA	RNA15	mRNA 3'-end-processing protein RNA15
CNAG_06389	-0.415698266559748	0.0332020734056957	AMB down only	AMB only	463	165	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_06834	-0.413735262431281	0.0157816277129127	AMB down only	AMB only	462	166	PMT1	NA	dolichyl-phosphate-mannose-protein mannosyltransferase	Dolichyl-phosphate-mannose-protein mannosyltransferase	dolichyl-phosphate-mannose-protein mannosyltransferase	PMT1_CANAL|Dolichyl-phosphate-mannose--protein mannosyltransferase 1 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=PMT1 PE=2 SV=1	NA	NA	NA	NA	PMT1; PMT5	Dolichyl-phosphate-mannose--protein mannosyltransferase 1 (EC 2.4.1.109); Dolichyl-phosphate-mannose--protein mannosyltransferase 5 (EC 2.4.1.109)
CNAG_00028	-0.411821659717408	0.0413225770798505	AMB down only	AMB only	461	167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNAG_01631	-0.410723341306392	0.0151377660580003	AMB down only	AMB only	460	168	NA	NA	mRNA cap guanine-N7 methyltransferase	mRNA cap guanine-N7 methyltransferase	mRNA cap guanine-N7 methyltransferase	MCES_CRYN|BmRNA cap guanine-N7 methyltransferase OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=ABD1 PE=3 SV=1	NA	NA	NA	NA	ABD1	mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (mRNA (guanine-N(7)-)-methyltransferase) (mRNA cap methyltransferase)
CNAG_00557	-0.409340983158056	0.00777265396825342	AMB down only	AMB only	459	169	LSM8	J9VF25	U6 snRNA-associated Sm-like protein LSm8	U6 snRNA-associated Sm-like protein LSm8	U6 snRNA-associated Sm-like protein LSm8	LSM8_BOVIN|U6 snRNA-associated Sm-like protein LSm8 OS=Bos taurus OX=9913 GN=LSM8 PE=3 SV=3	NA	NA	NA	NA	NA	NA
CNAG_05512	-0.408359618504316	0.0271747251959431	AMB down only	AMB only	458	170	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_06764	-0.407468352226236	0.0214146402784512	AMB down only	AMB only	457	171	NA	NA	short-chain dehydrogenase	Short-chain dehydrogenase	Short-chain dehydrogenase	HCDR_XAN|P22-(R)-hydroxypropyl-CoM dehydrogenase OS=Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2) OX=78245 GN=xecD PE=1 SV=3	NA	NA	NA	337	NA	NA
CNAG_03657	-0.406691824190059	0.0110570469138322	AMB down only	AMB only	456	172	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	PI5PA_HUMAN|Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A OS=Homo sapiens OX=9606 GN=INPP5J PE=1 SV=3	NA	NA	NA	443	NA	NA
CNAG_06315	-0.406284225608172	0.0160407867902052	AMB down only	AMB only	455	173	NA	NA	protein CWC15	Protein CWC15	protein CWC15	CWC15_EMENI|Pre-mRNA-splicing factor cwc15 OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=cwc15 PE=3 SV=1	NA	NA	NA	NA	CWC15	Pre-mRNA-splicing factor CWC15 (Complexed with CEF1 protein 15)
CNAG_06086	-0.406283808121334	0.00585440573203476	AMB down only	AMB only	454	174	CDK8	NA	CMGC/CDK/CDK8 protein kinase	CMGC/CDK/CDK8 protein kinase	CMGC/CDK/CDK8 protein kinase	SSN3_CRYNB|Serine/threonine-protein kinase SSN3 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=SSN3 PE=3 SV=1	NA	TRUE	TRUE	593	SSN3	Meiotic mRNA stability protein kinase SSN3 (EC 2.7.11.22) (EC 2.7.11.23) (Cyclin-dependent kinase 8) (Suppressor of RNA polymerase B SRB10)
CNAG_06086	-0.406283808121334	0.00585440573203476	AMB down only	AMB only	454	174	CDK8	NA	CMGC/CDK/CDK8 protein kinase	CMGC/CDK/CDK8 protein kinase	CMGC/CDK/CDK8 protein kinase	SSN3_CRYNB|Serine/threonine-protein kinase SSN3 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=SSN3 PE=3 SV=1	NA	TRUE	TRUE	593	SSN3	Meiotic mRNA stability protein kinase SSN3 (EC 2.7.11.22) (EC 2.7.11.23) (Cyclin-dependent kinase 8) (Suppressor of RNA polymerase B SRB10)
CNAG_02100	-0.406202813665111	0.0386777735865948	AMB down only	AMB only	453	175	FAS2	NA	fatty acid synthase subunit alpha, fungi type	Fatty acid synthase subunit alpha, fungi type	fatty acid synthase subunit alpha, fungi type	FAS2_EMEND|Fatty acid synthase subunit alpha OS=Emericella nidulans OX=162425 GN=fasA PE=3 SV=1	NA	NA	NA	1016	FAS1; FAS2	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]; Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)]
CNAG_04654	-0.405462576741137	0.0140501027380472	AMB down only	AMB only	452	176	NA	NA	UNC-50 family protein	UNC-50 family protein	UNC-50 family protein	MUG16_SCHPO|Protein GMH1 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mug16 PE=1 SV=1	NA	NA	NA	NA	GMH1	Protein GMH1 (GEA1-6 membrane-associated high-copy suppressor protein 1)
CNAG_01552	-0.405068473175452	0.0158143938964007	AMB down only	AMB only	451	177	NA	NA	blocked early in transport 1	Blocked early in transport 1	blocked early in transport 1	NA	NA	NA	NA	NA	BET1	Protein transport protein BET1 (Suppressor of loss of YPT1 protein 12) (Protein SLY12)
CNAG_04181	-0.404917726567521	0.0164994180200049	AMB down only	AMB only	450	178	NA	NA	RNA-binding domain-containing protein, X-linked 2	RNA-binding domain-containing protein, X-linked 2	RNA-binding domain-containing protein, X-linked 2	RBMX2_MOUSERN|A-binding motif protein, X-linked 2 OS=Mus musculus OX=10090 GN=Rbmx2 PE=1 SV=1	NA	NA	NA	NA	IST3	U2 snRNP component IST3 (Increased sodium tolerance protein 3) (U2 snRNP protein SNU17)
CNAG_04863	-0.404411488232469	0.0239213256698835	AMB down only	AMB only	449	179	VPS25	NA	ESCRT-II complex subunit VPS25	ESCRT-II complex subunit VPS25	ESCRT-II complex subunit VPS25	VPS25_XENLA|Vacuolar protein-sorting-associated protein 25 OS=Xenopus laevis OX=8355 GN=vps25 PE=2 SV=1	NA	NA	NA	NA	VPS25	Vacuolar protein-sorting-associated protein 25 (ESCRT-II complex subunit VPS25)
CNAG_02368	-0.404366365487499	0.0078226895096877	AMB down only	AMB only	448	180	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	ERI1_SCHP|O3'-5' exonuclease eri1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=eri1 PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_06891	-0.403615656302255	0.0205641303176969	AMB down only	AMB only	447	181	EFM4	J9VI78	hypothetical protein	Protein-lysine N-methyltransferase EFM4 (EC 2.1.1.-) (Elongation factor methyltransferase 4)	hypothetical protein, hypothetical protein, variant	EFM4_SCHPO|Protein-lysine N-methyltransferase efm4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=see1 PE=2 SV=1	NA	NA	NA	NA	EFM4	Protein-lysine N-methyltransferase EFM4 (EC 2.1.1.-) (Elongation factor methyltransferase 4) (Secretion and early endocytosis protein 1)
CNAG_02141	-0.403014869668636	0.048317986144269	AMB down only	AMB only	446	182	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_01415	-0.401998021749801	0.0162788767470577	AMB down only	AMB only	445	183	NA	NA	cytoplasmic protein	Cytoplasmic protein	cytoplasmic protein	YDY2_SCHPO|Uncharacterized protein C11E3.02c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC11E3.02c PE=4 SV=1	NA	NA	NA	343	NA	Uncharacterized protein YOR296W
CNAG_00330	-0.401709340815496	0.0304584072999166	AMB down only	AMB only	444	184	NA	NA	transcription factor TFIIIB component b''	Transcription factor TFIIIB component b	transcription factor TFIIIB component b''	NA	NA	NA	NA	NA	NA	NA
CNAG_01647	-0.401566743444444	0.00987253504279672	AMB down only	AMB only	443	185	NA	NA	translocation protein SEC66	Translocation protein SEC66	translocation protein SEC66	SEC66_SCHPO|Translocation protein sec66 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sec66 PE=1 SV=1	NA	NA	NA	NA	SEC66	Translocation protein SEC66 (Protein HSS1) (Sec62/63 complex 31.5 kDa subunit)
CNAG_05111	-0.400804532079165	0.0300355717450603	AMB down only	AMB only	442	186	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_04000	-0.4003878626698	0.0492012021320095	AMB down only	AMB only	441	187	NA	NA	cytochrome c oxidase assembly protein subunit 11	Cytochrome c oxidase assembly protein subunit 11	cytochrome c oxidase assembly protein subunit 11	COX11_YEAST|Cytochrome c oxidase assembly protein COX11, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX11 PE=1 SV=2	NA	NA	NA	NA	COX11	Cytochrome c oxidase assembly protein COX11, mitochondrial
CNAG_06912	-0.400349934372381	0.0431267547555929	AMB down only	AMB only	440	188	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	NA	NA	NA	NA	NA	NA	NA
CNAG_01209	-0.400268107386922	0.0260420841217617	AMB down only	AMB only	439	189	NA	NA	1-phosphatidylinositol-3-phosphate 5-kinase	1-phosphatidylinositol-3-phosphate 5-kinase	1-phosphatidylinositol-3-phosphate 5-kinase	FAB1_SCHP|O1-phosphatidylinositol 3-phosphate 5-kinase fab1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fab1 PE=3 SV=2	NA	TRUE	NA	479	FAB1	1-phosphatidylinositol 3-phosphate 5-kinase FAB1 (Phosphatidylinositol 3-phosphate 5-kinase) (EC 2.7.1.150) (Type III PIP kinase) (PIPkin-III)
CNAG_04545	-0.399784523715166	0.0301653544954943	AMB down only	AMB only	438	190	NA	NA	CTD kinase subunit gamma	CTD kinase subunit gamma	CTD kinase subunit gamma, CTD kinase subunit gamma, variant	CTK3_SCHPOCT|D kinase subunit gamma OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ctk3 PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_01508	-0.399221107839358	0.0126598923191769	AMB down only	AMB only	437	191	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	COG1_DICDI|Conserved oligomeric Golgi complex subunit 1 OS=Dictyostelium discoideum OX=44689 GN=cog1 PE=3 SV=1	NA	NA	NA	NA	NA	NA
CNAG_03338	-0.399060872525444	0.00626589245526563	AMB down only	AMB only	436	192	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	NA	NA	NA	NA	NA	NA	NA
CNAG_04045	-0.397064731840758	0.0481061619888949	AMB down only	AMB only	435	193	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_03290	-0.396458350263148	0.0137119621304836	AMB down only	AMB only	434	194	NA	NA	STE/STE20/YSK protein kinase	STE/STE20/YSK protein kinase	ste/ste20/ysk protein kinase	SVKA_DICDI|Serine/threonine-protein kinase svkA OS=Dictyostelium discoideum OX=44689 GN=svkA PE=1 SV=1	NA	TRUE	NA	750	KIC1; SPS1	Serine/threonine-protein kinase KIC1 (EC 2.7.11.1) (Kinase that interacts with CDC31) (N-rich kinase 1); Sporulation-specific protein 1 (EC 2.7.11.1)
CNAG_04158	-0.395896399810194	0.0122805722669549	AMB down only	AMB only	433	195	HIRA	NA	protein HIR1	Protein HIR	Nucleosome assembly complex protein	HIR1_CRYNB|Protein HIR1 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=HIR1 PE=3 SV=1	NA	NA	NA	NA	HIR1	Protein HIR1 (Histone transcription regulator 1)
CNAG_01270	-0.394880546793687	0.00535867052250141	AMB down only	AMB only	432	196	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	IF5_PHAVU|Eukaryotic translation initiation factor 5 OS=Phaseolus vulgaris OX=3885 GN=EIF5 PE=2 SV=1	NA	NA	NA	NA	NA	NA
CNAG_06444	-0.39487208709251	0.0288975962195256	AMB down only	AMB only	431	197	NA	NA	signal peptidase	Signal peptidase subunit 3 (EC 3.4.-.-)	signal peptidase	SPC3_DEBHA|Microsomal signal peptidase subunit 3 OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) OX=284592 GN=SPC3 PE=3 SV=2	NA	NA	NA	NA	SPC3	Signal peptidase complex subunit SPC3 (Microsomal signal peptidase subunit 3)
CNAG_04240	-0.392355969530347	0.0336867910620029	AMB down only	AMB only	430	198	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	CRIPT_ICTPU|Cysteine-rich PDZ-binding protein OS=Ictalurus punctatus OX=7998 GN=cript PE=3 SV=1	NA	NA	NA	NA	NA	NA
CNAG_03963	-0.392092156610227	0.0383053346736469	AMB down only	AMB only	429	199	NA	NA	tyrosine phosphatase family protein	Tyrosine phosphatase	tyrosine phosphatase	D1060_DICDI|Probable tyrosine-protein phosphatase DG1060 OS=Dictyostelium discoideum OX=44689 GN=DG1060 PE=3 SV=1	NA	NA	NA	NA	OCA1	Putative tyrosine-protein phosphatase OCA1 (EC 3.1.3.48) (Oxidant-induced cell-cycle arrest protein 1)
CNAG_04375	-0.39143553098177	0.00855114243458866	AMB down only	AMB only	428	200	NA	NA	hexaprenyl-diphosphate synthase	Hexaprenyl-diphosphate synthase	hexaprenyl-diphosphate synthase	COQ1_YARLI|Probable hexaprenyl pyrophosphate synthase, mitochondrial OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=COQ1 PE=3 SV=1	NA	NA	NA	190	COQ1	Hexaprenyl pyrophosphate synthase, mitochondrial (HPS) (EC 2.5.1.-)
CNAG_02127	-0.391415806380555	0.0383950794080039	AMB down only	AMB only	427	201	NA	NA	cyclin-dependent protein kinase regulator	Cyclin-dependent protein kinase regulator	cyclin-dependent protein kinase regulator	CCNL1_DANRE|Cyclin-L1 OS=Danio rerio OX=7955 GN=ccnl1 PE=1 SV=1	NA	NA	NA	NA	NA	NA
CNAG_02760	-0.389674493682977	0.029595403771355	AMB down only	AMB only	426	202	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	RUD3_YEASTGRI|P domain-containing protein RUD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RUD3 PE=1 SV=1	NA	NA	NA	NA	RUD3	GRIP domain-containing protein RUD3 (Golgin-related protein 1) (Relieves USO1-1 transport defect protein 3)
CNAG_00158	-0.38940466257757	0.0382433591605197	AMB down only	AMB only	425	203	NA	NA	glycosyltransferase	Glycosyltransferase	glycosyltransferase	OCH1_SCHPO|Initiation-specific alpha-1,6-mannosyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=och1 PE=1 SV=2	NA	NA	NA	681	NA	NA
CNAG_02792	-0.38848018252155	0.0417403653129504	AMB down only	AMB only	424	204	NA	NA	mitochondrial chaperone BCS1	Mitochondrial chaperone BCS1	mitochondrial chaperone BCS1	BCS1_YEAST|Mitochondrial chaperone BCS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BCS1 PE=1 SV=2	NA	NA	NA	NA	BCS1	Mitochondrial chaperone BCS1
CNAG_00562	-0.388356532282446	0.0412731954500327	AMB down only	AMB only	423	205	NA	NA	hypothetical protein	Uncharacterized protein	hypothetical protein	NA	NA	NA	NA	NA	NA	NA
CNAG_03584	-0.386839462534186	0.00389179009610609	AMB down only	AMB only	422	206	NA	NA	Prp8 binding protein	Prp8 binding protein	Prp8 binding protein	SNR40_BOVIN|U5 small nuclear ribonucleoprotein 40 kDa protein OS=Bos taurus OX=9913 GN=SNRNP40 PE=2 SV=1	NA	NA	NA	NA	NA	NA
CNAG_04051	-0.384691652317827	0.0166143231639657	AMB down only	AMB only	421	207	NA	NA	ATP-dependent RNA helicase A	ATP-dependent RNA helicase A	ATP-dependent RNA helicase A	YUM14_USTMA|Putative DEAH-box ATP-dependent helicase UM11114 OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=UMAG_11114 PE=3 SV=1	NA	NA	NA	NA	NA	Putative ATP-dependent RNA helicase YLR419W (EC 3.6.4.13)
CNAG_02747	-0.384524132394583	0.0452876876669522	AMB down only	AMB only	420	208	NA	NA	chaperone protein DNAJ	Chaperone protein DNAJ	chaperone protein DNAJ	DNAJ_RHIME|Chaperone protein DnaJ OS=Rhizobium meliloti (strain 1021) OX=266834 GN=dnaJ PE=3 SV=1	NA	NA	NA	599	NA	NA
CNAG_04613	-0.384293183922788	0.0313695416917235	AMB down only	AMB only	419	209	NA	NA	ATP-binding cassette, subfamily F, member 3	ATP-binding cassette, subfamily F, member 3	ATP-binding cassette, subfamily F, member 3	YB89_SCHPO|Uncharacterized ABC transporter ATP-binding protein C29A3.09c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC29A3.09c PE=3 SV=1	NA	NA	NA	NA	GCN20	Protein GCN20 (General control non-derepressible protein 20)
CNAG_01923	-0.384077533224187	0.0194486844517616	AMB down only	AMB only	418	210	GET3	J9VZM0	ATPase GET3	ATPase GET3 (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Golgi to ER traffic protein 3) (Guided entry of tail-anchored proteins 3)	ATPase GET3	GET3_CRYNBAT|Pase GET3 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=GET3 PE=3 SV=1	NA	NA	NA	NA	GET3	ATPase GET3 (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Golgi to ER traffic protein 3) (Guided entry of tail-anchored proteins 3)
